site,component_type,html_tag,text_content,font_size,foreground_color,background_color,bounding_box
Apple,button,button,Store menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 222.15625, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,link,a,Mac,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 256.3125, ""y"": 70, ""width"": 39, ""height"": 44}"
Apple,button,button,Mac menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 280.3125, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,iPad,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 314.46875, ""y"": 70, ""width"": 40, ""height"": 44}"
Apple,button,button,iPad menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 339.46875, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,iPhone,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 373.609375, ""y"": 70, ""width"": 54, ""height"": 44}"
Apple,button,button,iPhone menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 412.609375, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,Watch,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 446.765625, ""y"": 70, ""width"": 51, ""height"": 44}"
Apple,button,button,Watch menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 482.765625, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,Vision,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 516.921875, ""y"": 70, ""width"": 50, ""height"": 44}"
Apple,button,button,Vision menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 551.921875, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,AirPods,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 586.078125, ""y"": 70, ""width"": 59, ""height"": 44}"
Apple,button,button,AirPods menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 630.078125, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,TV & Home,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 664.234375, ""y"": 70, ""width"": 81, ""height"": 44}"
Apple,button,button,TV and Home menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 730.234375, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,Entertainment,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 764.390625, ""y"": 70, ""width"": 93, ""height"": 44}"
Apple,button,button,Entertainment menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 842.390625, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,Accessories,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 876.53125, ""y"": 70, ""width"": 83, ""height"": 44}"
Apple,button,button,Accessories menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 944.53125, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,Support,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 978.6875, ""y"": 70, ""width"": 60, ""height"": 44}"
Apple,button,button,Support menu,17px,"rgb(29, 29, 31)","rgba(255, 255, 255, 0.8)","{""x"": 1023.6875, ""y"": 70, ""width"": 22, ""height"": 44}"
Apple,button,a,Search apple.com,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 1057.84375, ""y"": 70, ""width"": 31, ""height"": 44}"
Apple,button,a,Shopping Bag,12px,"rgba(0, 0, 0, 0.8)","rgba(255, 255, 255, 0.8)","{""x"": 1108, ""y"": 70, ""width"": 30, ""height"": 44}"
Apple,button,a,Learn more,17px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 495.625, ""y"": 278, ""width"": 130.71875, ""height"": 44}"
Apple,button,a,Shop iPhone,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 643.765625, ""y"": 278, ""width"": 140.609375, ""height"": 44}"
Apple,button,a,Learn more,17px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 529.328125, ""y"": 870, ""width"": 130.71875, ""height"": 44}"
Apple,button,a,Buy,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 677.46875, ""y"": 870, ""width"": 73.203125, ""height"": 44}"
Apple,button,a,Learn more,17px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 496.984375, ""y"": 1512, ""width"": 130.71875, ""height"": 44}"
Apple,button,a,View pricing,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 645.125, ""y"": 1512, ""width"": 137.875, ""height"": 44}"
Apple,button,a,Read the letter from Tim,14px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 229.53125, ""y"": 2379, ""width"": 186.921875, ""height"": 38}"
Apple,button,a,Learn more,14px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 867.65625, ""y"": 2033, ""width"": 104.25, ""height"": 38}"
Apple,button,a,Buy,14px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 986.328125, ""y"": 2033, ""width"": 60, ""height"": 38}"
Apple,button,a,Learn more,14px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 233.65625, ""y"": 2625, ""width"": 104.25, ""height"": 38}"
Apple,button,a,Buy,14px,"rgb(41, 151, 255)","rgb(0, 0, 0)","{""x"": 352.328125, ""y"": 2625, ""width"": 60, ""height"": 38}"
Apple,button,a,Learn more,14px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 867.65625, ""y"": 2625, ""width"": 104.25, ""height"": 38}"
Apple,button,a,Buy,14px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 986.328125, ""y"": 2625, ""width"": 60, ""height"": 38}"
Apple,button,a,Get your estimate,14px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 250.296875, ""y"": 3266, ""width"": 145.40625, ""height"": 38}"
Apple,button,a,Learn more,14px,"rgb(255, 255, 255)","rgb(0, 113, 227)","{""x"": 848.359375, ""y"": 3241, ""width"": 104.25, ""height"": 38}"
Apple,button,a,Apply now,14px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 967.03125, ""y"": 3241, ""width"": 98.609375, ""height"": 38}"
Apple,button,a,Item 1,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 544, ""y"": 4587, ""width"": 48, ""height"": 24}"
Apple,link,a,Item 2,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 592, ""y"": 4587, ""width"": 24, ""height"": 24}"
Apple,link,a,Item 3,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 616, ""y"": 4587, ""width"": 24, ""height"": 24}"
Apple,link,a,Item 4,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 640, ""y"": 4587, ""width"": 24, ""height"": 24}"
Apple,link,a,Item 5,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 664, ""y"": 4587, ""width"": 24, ""height"": 24}"
Apple,link,a,Item 6,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 688, ""y"": 4587, ""width"": 24, ""height"": 24}"
Apple,link,a,Item 7,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 712, ""y"": 4587, ""width"": 24, ""height"": 24}"
Apple,link,a,Item 8,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 528, ""y"": 4571, ""width"": 1, ""height"": 1}"
Apple,link,a,Item 9,17px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 528, ""y"": 4571, ""width"": 1, ""height"": 1}"
Apple,button,button,Play endless entertainment gallery,17px,"rgba(0, 0, 0, 0.48)","rgba(210, 210, 215, 0.64)","{""x"": 1244, ""y"": 4587, ""width"": 24, ""height"": 24}"
Apple,footer,footer,"Apple Footer 1. Trade‑in values will vary based on the condition, year, and configuration of your eligible trade‑in device. Not all devices are eligible for credit. You must be at least the age of majority to be eligible to trade in for credit or for an Apple Gift Card. Trade‑in value may be applied toward qualifying new device purchase, or added to an Apple Gift Card. Actual value awarded is based on receipt of a qualifying device matching the description provided when estimate was made. Sales tax may be assessed on full value of a new device purchase. In‑store trade‑in requires presentation of a valid photo ID (local law may require saving this information). Offer may not be available in all stores and may vary between in‑store and online trade‑in. Some stores may have additional requirements. Apple or its trade‑in partners reserve the right to refuse, cancel, or limit quantity of any trade‑in transaction for any reason. More details are available from Apple’s trade-in partner for trade‑in and recycling of eligible devices. Restrictions and limitations may apply. To access and use all Apple Card features and products available only to Apple Card users, you must add Apple Card to Wallet on an iPhone or iPad that supports and has the latest version of iOS or iPadOS. Apple Card is subject to credit approval, available only for qualifying applicants in the United States, and issued by Goldman Sachs Bank USA, Salt Lake City Branch. Apple Payments Services LLC, a subsidiary of Apple Inc., is a service provider of Goldman Sachs Bank USA for Apple Card and Savings accounts. Neither Apple Inc. nor Apple Payments Services LLC is a bank. All communications from Apple and Goldman Sachs Bank USA about Apple Card (including transactional and marketing communications) and customer service support are available in English. Certain communications about Apple Card can be viewed in another language depending on your device language settings. If you reside in the U.S. Virgin Islands, American Samoa, Guam, Northern Mariana Islands, or U.S. Minor Outlying Islands, please call Goldman Sachs at 877-255-5923 with questions about Apple Card. Learn more about how Apple Card applications are evaluated at support.apple.com/kb/HT209218. A subscription is required for Apple Arcade, Apple Fitness+, Apple Music, and Apple TV. Features are subject to change. Some features, applications, and services may not be available in all regions or all languages. Shop and Learn Store Mac iPad iPhone Watch Vision AirPods TV & Home AirTag Accessories Gift Cards Apple Wallet Wallet Apple Card Apple Pay Apple Cash Account Manage Your Apple Account Apple Store Account iCloud.com Entertainment Apple One Apple TV Apple Music Apple Arcade Apple Fitness+ Apple News+ Apple Podcasts Apple Books App Store Apple Store Find a Store Genius Bar Today at Apple Group Reservations Apple Camp Apple Store App Certified Refurbished Apple Trade In Financing Carrier Deals at Apple Order Status Shopping Help For Business Apple and Business Shop for Business For Education Apple and Education Shop for K-12 Shop for College For Healthcare Apple and Healthcare For Government Apple and Government Shop for Veterans and Military Shop for State and Local Employees Shop for Federal Employees Apple Values Accessibility Education Environment Inclusion and Diversity Privacy Racial Equity and Justice Supply Chain Innovation About Apple Newsroom Apple Leadership Career Opportunities Investors Ethics & Compliance Events Contact Apple More ways to shop: Find an Apple Store or other retailer near you. Or call 1-800-MY-APPLE (1-800-692-7753). United States Copyright © 2026 Apple Inc. All rights reserved. Privacy Policy Terms of Use Sales and Refunds Legal Site Map",12px,"rgba(0, 0, 0, 0.56)","rgb(245, 245, 247)","{""x"": 0, ""y"": 4623, ""width"": 1280, ""height"": 954.0625}"
Apple,link,a,support.apple.com/kb/HT209218,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 503.984375, ""y"": 4903.375, ""width"": 183.109375, ""height"": 14}"
Apple,navigation,nav,Shop and Learn Store Mac iPad iPhone Watch Vision AirPods TV & Home AirTag Accessories Gift Cards Apple Wallet Wallet Apple Card Apple Pay Apple Cash Account Manage Your Apple Account Apple Store Account iCloud.com Entertainment Apple One Apple TV Apple Music Apple Arcade Apple Fitness+ Apple News+ Apple Podcasts Apple Books App Store Apple Store Find a Store Genius Bar Today at Apple Group Reservations Apple Camp Apple Store App Certified Refurbished Apple Trade In Financing Carrier Deals at Apple Order Status Shopping Help For Business Apple and Business Shop for Business For Education Apple and Education Shop for K-12 Shop for College For Healthcare Apple and Healthcare For Government Apple and Government Shop for Veterans and Military Shop for State and Local Employees Shop for Federal Employees Apple Values Accessibility Education Environment Inclusion and Diversity Privacy Racial Equity and Justice Supply Chain Innovation About Apple Newsroom Apple Leadership Career Opportunities Investors Ethics & Compliance Events Contact Apple,12px,"rgba(0, 0, 0, 0.56)","rgb(245, 245, 247)","{""x"": 150, ""y"": 4991.15625, ""width"": 980, ""height"": 459.90625}"
Apple,link,a,Store,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5037.75, ""width"": 29.671875, ""height"": 14}"
Apple,link,a,Mac,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5063.34375, ""width"": 23.46875, ""height"": 14}"
Apple,link,a,iPad,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5088.9375, ""width"": 23.875, ""height"": 14}"
Apple,link,a,iPhone,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5114.53125, ""width"": 37.890625, ""height"": 14}"
Apple,link,a,Watch,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5140.125, ""width"": 35.109375, ""height"": 14}"
Apple,link,a,Vision,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5165.71875, ""width"": 33.671875, ""height"": 14}"
Apple,link,a,AirPods,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5191.3125, ""width"": 42.984375, ""height"": 14}"
Apple,link,a,TV & Home,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5216.90625, ""width"": 63.203125, ""height"": 14}"
Apple,link,a,AirTag,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5242.5, ""width"": 34.578125, ""height"": 14}"
Apple,link,a,Accessories,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5268.09375, ""width"": 66.921875, ""height"": 14}"
Apple,link,a,Gift Cards,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5293.6875, ""width"": 56.0625, ""height"": 14}"
Apple,link,a,Wallet,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5359.28125, ""width"": 34.21875, ""height"": 14}"
Apple,link,a,Apple Card,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5384.875, ""width"": 61.78125, ""height"": 14}"
Apple,link,a,Apple Pay,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5410.46875, ""width"": 55.21875, ""height"": 14}"
Apple,link,a,Apple Cash,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 150, ""y"": 5436.0625, ""width"": 63.359375, ""height"": 14}"
Apple,link,a,Manage Your Apple Account,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5037.75, ""width"": 156.8125, ""height"": 14}"
Apple,link,a,Apple Store Account,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5063.34375, ""width"": 113.984375, ""height"": 14}"
Apple,link,a,iCloud.com,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5088.9375, ""width"": 62.4375, ""height"": 14}"
Apple,link,a,Apple One,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5154.53125, ""width"": 58.046875, ""height"": 14}"
Apple,link,a,Apple TV,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5180.125, ""width"": 50.734375, ""height"": 14}"
Apple,link,a,Apple Music,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5205.71875, ""width"": 68.140625, ""height"": 14}"
Apple,link,a,Apple Arcade,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5231.3125, ""width"": 74.609375, ""height"": 14}"
Apple,link,a,Apple Fitness+,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5256.90625, ""width"": 82.375, ""height"": 14}"
Apple,link,a,Apple News+,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5282.5, ""width"": 73.40625, ""height"": 14}"
Apple,link,a,Apple Podcasts,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5308.09375, ""width"": 86.3125, ""height"": 14}"
Apple,link,a,Apple Books,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5333.6875, ""width"": 69.3125, ""height"": 14}"
Apple,link,a,App Store,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 346, ""y"": 5359.28125, ""width"": 55.296875, ""height"": 14}"
Apple,link,a,Find a Store,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5037.75, ""width"": 66.40625, ""height"": 14}"
Apple,link,a,Genius Bar,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5063.34375, ""width"": 60.328125, ""height"": 14}"
Apple,link,a,Today at Apple,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5088.9375, ""width"": 82.484375, ""height"": 14}"
Apple,link,a,Group Reservations,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5114.53125, ""width"": 108.859375, ""height"": 14}"
Apple,link,a,Apple Camp,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5140.125, ""width"": 67.78125, ""height"": 14}"
Apple,link,a,Apple Store App,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5165.71875, ""width"": 90.578125, ""height"": 14}"
Apple,link,a,Certified Refurbished,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5191.3125, ""width"": 118.1875, ""height"": 14}"
Apple,link,a,Apple Trade In,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5216.90625, ""width"": 80.0625, ""height"": 14}"
Apple,link,a,Financing,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5242.5, ""width"": 53.375, ""height"": 14}"
Apple,link,a,Carrier Deals at Apple,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5268.09375, ""width"": 121.46875, ""height"": 14}"
Apple,link,a,Order Status,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5293.6875, ""width"": 70.65625, ""height"": 14}"
Apple,link,a,Shopping Help,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 542, ""y"": 5319.28125, ""width"": 81.671875, ""height"": 14}"
Apple,link,a,Apple and Business,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5037.75, ""width"": 108.65625, ""height"": 14}"
Apple,link,a,Shop for Business,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5063.34375, ""width"": 100.015625, ""height"": 14}"
Apple,link,a,Apple and Education,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5128.9375, ""width"": 114.375, ""height"": 14}"
Apple,link,a,Shop for K-12,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5154.53125, ""width"": 75.140625, ""height"": 14}"
Apple,link,a,Shop for College,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5180.125, ""width"": 92.46875, ""height"": 14}"
Apple,link,a,Apple and Healthcare,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5245.71875, ""width"": 119.40625, ""height"": 14}"
Apple,link,a,Apple and Government,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5311.3125, ""width"": 127.265625, ""height"": 14}"
Apple,link,a,Shop for Veterans and Military,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5336.90625, ""width"": 167.296875, ""height"": 14}"
Apple,link,a,Shop for State and Local Employees,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5362.5, ""width"": 136.21875, ""height"": 30}"
Apple,link,a,Shop for Federal Employees,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 738, ""y"": 5404.09375, ""width"": 155.125, ""height"": 14}"
Apple,link,a,Accessibility,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5037.75, ""width"": 69.09375, ""height"": 14}"
Apple,link,a,Education,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5063.34375, ""width"": 55.203125, ""height"": 14}"
Apple,link,a,Environment,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5088.9375, ""width"": 69.21875, ""height"": 14}"
Apple,link,a,Inclusion and Diversity,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5114.53125, ""width"": 124.671875, ""height"": 14}"
Apple,link,a,Privacy,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5140.125, ""width"": 40.453125, ""height"": 14}"
Apple,link,a,Racial Equity and Justice,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5165.71875, ""width"": 137.796875, ""height"": 14}"
Apple,link,a,Supply Chain Innovation,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5191.3125, ""width"": 133.453125, ""height"": 14}"
Apple,link,a,Newsroom,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5256.90625, ""width"": 59.21875, ""height"": 14}"
Apple,link,a,Apple Leadership,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5282.5, ""width"": 96.390625, ""height"": 14}"
Apple,link,a,Career Opportunities,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5308.09375, ""width"": 116.34375, ""height"": 14}"
Apple,link,a,Investors,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5333.6875, ""width"": 50.34375, ""height"": 14}"
Apple,link,a,Ethics & Compliance,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5359.28125, ""width"": 114.1875, ""height"": 14}"
Apple,link,a,Events,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5384.875, ""width"": 37.09375, ""height"": 14}"
Apple,link,a,Contact Apple,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 934, ""y"": 5410.46875, ""width"": 79.296875, ""height"": 14}"
Apple,link,a,Find an Apple Store,12px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 260.859375, ""y"": 5489.0625, ""width"": 108.5625, ""height"": 14}"
Apple,link,a,other retailer,12px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 387.359375, ""y"": 5489.0625, ""width"": 71.296875, ""height"": 14}"
Apple,link,a,1-800-MY-APPLE,12px,"rgb(0, 102, 204)","rgb(245, 245, 247)","{""x"": 555.484375, ""y"": 5489.0625, ""width"": 98.1875, ""height"": 14}"
Apple,link,a,United States,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 1054.828125, ""y"": 5542.0625, ""width"": 75.171875, ""height"": 16}"
Apple,link,a,Privacy Policy,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 437.609375, ""y"": 5542.0625, ""width"": 94.75, ""height"": 16}"
Apple,link,a,Terms of Use,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 532.625, ""y"": 5542.0625, ""width"": 91.4375, ""height"": 16}"
Apple,link,a,Sales and Refunds,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 624.328125, ""y"": 5542.0625, ""width"": 120.671875, ""height"": 16}"
Apple,link,a,Legal,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 745.265625, ""y"": 5542.0625, ""width"": 47.75, ""height"": 16}"
Apple,link,a,Site Map,12px,"rgba(0, 0, 0, 0.72)","rgb(245, 245, 247)","{""x"": 793.28125, ""y"": 5542.0625, ""width"": 66.59375, ""height"": 16}"
Microsoft,alert,div,"We use optional cookies to improve your experience on our websites, such as through social media connections, and to display personalized advertising based on your online activity. If you reject optional cookies, only cookies necessary to provide you the services will be used. You may change your selection by clicking “Manage Cookies” at the bottom of the page. Privacy Statement Third-Party Cookies Accept Reject Manage cookies",16px,"rgb(0, 0, 0)","rgb(242, 242, 242)","{""x"": 0, ""y"": 0, ""width"": 1280, ""height"": 80}"
Microsoft,text,p,"We use optional cookies to improve your experience on our websites, such as through social media connections, and to display personalized advertising based on your online activity. If you reject optional cookies, only cookies necessary to provide you the services will be used. You may change your selection by clicking “Manage Cookies” at the bottom of the page. Privacy Statement Third-Party Cookies",13px,"rgb(0, 0, 0)","rgb(242, 242, 242)","{""x"": 112, ""y"": 8, ""width"": 557.21875, ""height"": 64}"
Microsoft,button,button,Accept,15px,"rgb(0, 0, 0)","rgb(235, 235, 235)","{""x"": 737.21875, ""y"": 22, ""width"": 150, ""height"": 36}"
Microsoft,button,button,Reject,15px,"rgb(0, 0, 0)","rgb(235, 235, 235)","{""x"": 899.609375, ""y"": 22, ""width"": 150, ""height"": 36}"
Microsoft,button,button,Manage cookies,15px,"rgb(0, 0, 0)","rgb(235, 235, 235)","{""x"": 1062, ""y"": 22, ""width"": 150, ""height"": 36}"
Microsoft,button,a,Microsoft,13px,"rgb(38, 38, 38)","rgb(255, 255, 255)","{""x"": 64, ""y"": 81, ""width"": 137, ""height"": 54}"
Microsoft,navigation,nav,Microsoft 365 Office Copilot Windows Support,13px,"rgb(0, 0, 0)","rgb(255, 255, 255)","{""x"": 201, ""y"": 80, ""width"": 771.171875, ""height"": 54}"
Microsoft,button,a,Microsoft 365,13px,"rgb(38, 38, 38)","rgb(255, 255, 255)","{""x"": 203, ""y"": 81, ""width"": 97.15625, ""height"": 48}"
Microsoft,button,a,Office,13px,"rgb(38, 38, 38)","rgb(255, 255, 255)","{""x"": 303.71875, ""y"": 81, ""width"": 51.890625, ""height"": 48}"
Microsoft,button,a,Copilot,13px,"rgb(38, 38, 38)","rgb(255, 255, 255)","{""x"": 359.171875, ""y"": 81, ""width"": 59.640625, ""height"": 48}"
Microsoft,button,a,Windows,13px,"rgb(38, 38, 38)","rgb(255, 255, 255)","{""x"": 422.375, ""y"": 81, ""width"": 70.84375, ""height"": 48}"
